	D36E_Col	D36E_Kb	D36E_FC	D36E_DEG	OG	KO.id	KO.description
PSPTO_0260	2.48632424180667	2.86303192936127	-0.3767076875546	nonDEG	OG0003665	K01560	E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
PSPTO_0261	7.88577564424082	7.48276536001539	0.40301028422543	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
PSPTO_0262	2.0195900370307	2.66335158621105	-0.64376154918035	nonDEG	OG0000790	K07491	putative transposase
PSPTO_0263	5.19199643212618	6.15107784632077	-0.95908141419459	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0264	0.660123687254607	2.54954278313381	-1.8894190958792	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_0268	1.80851665820572	2.18947239819492	-0.3809557399892	nonDEG	OG0000523	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_0272	7.95810862283673	5.63423655227728	2.32387207055945	up	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
PSPTO_0273	3.9390101968177	3.59197237399152	0.34703782282618	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
PSPTO_0274	3.96985362550306	1.42400287143876	2.5458507540643	up			
PSPTO_0275	5.7133682238921	6.92471335378238	-1.21134512989028	down	OG0005426		
PSPTO_0276	4.71824145914945	2.652908469318	2.06533298983145	up	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
PSPTO_0277	2.9198563627564	4.10590896147532	-1.18605259871892	nonDEG			
PSPTO_0278	4.07309784107174	5.62979794739219	-1.55670010632045	nonDEG	OG0000640		
PSPTO_0279	2.64490795118844	4.28525585246802	-1.64034790127958	nonDEG			
PSPTO_0280	4.54826560450323	5.20938137099077	-0.66111576648754	nonDEG	OG0006381	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
PSPTO_0281	8.54642481054077	3.07903064645998	5.46739416408079	up	OG0001960		
PSPTO_0282	0.845311859000784	2.47737100152001	-1.63205914251923	nonDEG	OG0003594		
PSPTO_0283	4.09059899136296	6.69550683431596	-2.604907842953	down	OG0004787		
PSPTO_0285	5.0510448558205	6.90030953128553	-1.84926467546503	down			
PSPTO_0287	6.90308011606542	7.66597729449384	-0.76289717842842	nonDEG	OG0002109	K03733	xerC; integrase/recombinase XerC
PSPTO_0288	1.68643763048896	4.35431415666179	-2.66787652617283	down			
PSPTO_0289	0.514271548218833	0.247413010501287	0.266858537717546	nonDEG			
PSPTO_0290	4.77630681806478	7.23249994263674	-2.45619312457196	down			
PSPTO_0293	3.30356303743976	4.50995176215765	-1.20638872471789	nonDEG			
PSPTO_0294	4.48519665383086	4.23835704280015	0.24683961103071	nonDEG			
PSPTO_0295	3.2274236758846	2.81645256305995	0.41097111282465	nonDEG			
PSPTO_0296	0.482078786579106	2.68123981447977	-2.19916102790066	nonDEG	OG0003655		
PSPTO_0297	4.55201836549095	4.26166526115562	0.29035310433533	nonDEG			
PSPTO_0298	5.60722003402908	5.69782911183874	-0.0906090778096598	nonDEG	OG0002777		
PSPTO_0299	2.58810189082528	4.49408069736869	-1.90597880654341	nonDEG	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
PSPTO_0300	8.46359592895904	7.72322186436787	0.740374064591169	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_0301	7.76761136520107	7.351152270259	0.41645909494207	nonDEG	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
PSPTO_0303	5.15132726195102	6.10089590801978	-0.94956864606876	nonDEG	OG0003541		
PSPTO_0304	8.1942715542385	8.79328016669785	-0.59900861245935	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0305	8.80652491739557	8.2506483868528	0.55587653054277	nonDEG	OG0001857	K00507	SCD; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
PSPTO_0306	5.72581131578821	7.16492078465256	-1.43910946886435	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0307	8.38158793991901	2.96920029709729	5.41238764282172	up	OG0003077		
PSPTO_0308	8.97930145087178	4.8504284748984	4.12887297597338	up	OG0000503	K02048	cysP; sulfate transport system substrate-binding protein
PSPTO_0309	4.31575011526966	4.63263817432951	-0.31688805905985	nonDEG	OG0000272	K02018	modB; molybdate transport system permease protein
PSPTO_0310	3.01136895895898	2.98159961361718	0.0297693453418	nonDEG	OG0001594	K02047	cysW; sulfate transport system permease protein
PSPTO_0311	3.59212006193795	3.44922166862701	0.14289839331094	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0312	7.07278365016008	5.71514930561428	1.3576343445458	up	OG0001593		
PSPTO_0313	2.79324155658813	4.70704746587372	-1.91380590928559	down	OG0000077	K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
PSPTO_0314	9.47479869549123	8.43141392140445	1.04338477408678	up	OG0001530	K02012	afuA; iron(III) transport system substrate-binding protein
PSPTO_0315	4.32017270662854	5.72587928442511	-1.40570657779657	nonDEG	OG0001409	K02011	afuB; iron(III) transport system permease protein
PSPTO_0316	7.23658724533435	7.72242480449622	-0.48583755916187	nonDEG	OG0000462	K00605	gcvT; aminomethyltransferase [EC:2.1.2.10]
PSPTO_0317	3.54959020921052	5.90893628853043	-2.35934607931991	down	OG0000340	K02437	gcvH; glycine cleavage system H protein
PSPTO_0318	9.97084954047109	7.66723252610619	2.3036170143649	up	OG0002400		
PSPTO_0319	8.22049869548069	7.22191436567095	0.998584329809739	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_0320	2.38211924165559	0.903982980414873	1.47813626124072	nonDEG	OG0003793		
PSPTO_0321	5.48620687877569	5.83115716550671	-0.34495028673102	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
PSPTO_0322	7.16568543118421	7.44725593348623	-0.28157050230202	nonDEG	OG0002398	K18446	ygiF; triphosphatase [EC:3.6.1.25]
PSPTO_0323	8.61348561945563	7.10888021003391	1.50460540942172	up	OG0000168	K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]
PSPTO_0324	5.87259196496717	5.85682487110598	0.0157670938611902	nonDEG	OG0001971	K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]
PSPTO_0325	7.12398048121117	8.7862145102432	-1.66223402903203	down	OG0002504	K01919	gshA; glutamate--cysteine ligase [EC:6.3.2.2]
PSPTO_0326	1.29943533701523	2.41712001820883	-1.1176846811936	nonDEG	OG0000249	K02614	paaI; acyl-CoA thioesterase [EC:3.1.2.-]
PSPTO_0327	7.10621658474561	6.99268962521141	0.1135269595342	nonDEG	OG0001120	K06959	tex; protein Tex
PSPTO_0328	7.26093023866597	6.05548666506891	1.20544357359706	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_0329	3.9930626228355	6.40572599424164	-2.41266337140614	down	OG0000432	K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
PSPTO_0330	9.25457126105772	5.17750449359391	4.07706676746381	up	OG0003346		
PSPTO_0331	2.99380833188561	3.04676595141679	-0.0529576195311798	nonDEG			
PSPTO_0332	11.9988264612936	5.77072531934686	6.22810114194674	up	OG0003799		
PSPTO_0333	5.94589715064469	4.94954342527787	0.99635372536682	nonDEG	OG0005238		
PSPTO_0334	8.35446098487719	7.9209561412191	0.433504843658089	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_0335	7.25918665441446	7.78825289873743	-0.52906624432297	nonDEG	OG0001800	K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
PSPTO_0336	5.57580155585833	4.98651365542238	0.58928790043595	nonDEG	OG0001901	K19158	yoeB; toxin YoeB [EC:3.1.-.-]
PSPTO_0337	3.33934320887016	4.61931116042498	-1.27996795155482	nonDEG	OG0002800	K19159	yefM; antitoxin YefM
PSPTO_0338	6.94750244257678	7.01663471398362	-0.0691322714068399	nonDEG	OG0000270	K03806	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
PSPTO_0339	5.46001850030307	7.46200399516041	-2.00198549485734	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0340	6.9105472371699	6.84592875205995	0.0646184851099498	nonDEG	OG0002970		
PSPTO_0341	7.88069775413439	7.70146352846085	0.17923422567354	nonDEG	OG0001539	K03673	dsbA; thiol:disulfide interchange protein DsbA
PSPTO_0343	6.55411037416258	6.91553795889093	-0.36142758472835	nonDEG	OG0001172	K03978	engB; GTP-binding protein
PSPTO_0344	7.23727387638608	6.64776132169832	0.589512554687761	nonDEG	OG0000863	K02335	polA; DNA polymerase I [EC:2.7.7.7]
PSPTO_0345	8.94319684542939	8.0959982562975	0.847198589131891	nonDEG	OG0002665		
PSPTO_0346	7.15559248123258	7.70416297190603	-0.548570490673449	nonDEG	OG0002410	K02204	thrB2; homoserine kinase type II [EC:2.7.1.39]
PSPTO_0347	3.74705972220461	4.46765928635698	-0.72059956415237	nonDEG	OG0001144	K06145	gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
PSPTO_0349	2.57658176653477	3.68172273829469	-1.10514097175992	nonDEG	OG0000108	K20938	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]
PSPTO_0350	4.80933923091351	4.70247426612403	0.10686496478948	nonDEG	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
PSPTO_0351	7.18485403889273	6.38520573976545	0.799648299127281	nonDEG	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
PSPTO_0352	8.46338182305002	4.40086691175105	4.06251491129897	up	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_0353	8.11427031178302	4.83125641102566	3.28301390075736	up	OG0000202	K07708	glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
PSPTO_0354	0.914420292771596	2.19588264605149	-1.28146235327989	nonDEG			
PSPTO_0355	2.64213162085031	5.17167754000011	-2.5295459191498	down	OG0005010		
PSPTO_0356	5.9583616832952	5.34447631066252	0.61388537263268	nonDEG	OG0004393		
PSPTO_0357	5.00384534989549	5.26879972292652	-0.26495437303103	nonDEG	OG0003036	K04093	pheA1; chorismate mutase [EC:5.4.99.5]
PSPTO_0359	11.5166039229676	8.51724705903602	2.99935686393158	up	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
PSPTO_0360	8.38326598786026	8.4982660157221	-0.115000027861841	nonDEG	OG0002717	K03151	thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
PSPTO_0361	8.07982920598502	8.80002710018167	-0.72019789419665	nonDEG	OG0000921	K06207	typA; GTP-binding protein
PSPTO_0362	6.78232838499593	7.27852545294666	-0.49619706795073	nonDEG	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
PSPTO_0363	2.63699810301888	3.74652808358555	-1.10952998056667	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_0364	3.92812564644756	3.84201299890808	0.0861126475394802	nonDEG	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
PSPTO_0365	7.65700866950168	7.31702839197402	0.33998027752766	nonDEG	OG0000022	K13653	AraC family transcriptional regulator
PSPTO_0366	3.16091383464083	4.95978756126068	-1.79887372661985	nonDEG	OG0002636	K03316	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family
PSPTO_0367	15.6613045129341	12.5995708436959	3.0617336692382	up	OG0002661		
PSPTO_0368	3.61203664263483	3.89860413529069	-0.28656749265586	nonDEG			
PSPTO_0369	9.28845685572241	8.63046672346653	0.657990132255881	nonDEG	OG0000040		
PSPTO_0370	3.89574832453013	1.51323664001295	2.38251168451718	up	OG0001066		
PSPTO_0371	8.602730502865	3.71204763942262	4.89068286344238	up			
PSPTO_0373	8.9900636544862	8.65437394053427	0.335689713951929	nonDEG	OG0001026		
PSPTO_0374	7.51034946000726	7.50613409081637	0.00421536919088972	nonDEG	OG0006115		
PSPTO_0375	9.19299147440593	8.34596691606766	0.847024558338271	nonDEG	OG0000396	K15726	czcA; cobalt-zinc-cadmium resistance protein CzcA
PSPTO_0376	8.04708116192706	6.33272474804024	1.71435641388682	up	OG0000598	K15727	czcB; membrane fusion protein, cobalt-zinc-cadmium efflux system
PSPTO_0377	9.91163861838078	6.0598372608285	3.85180135755228	up	OG0001047	K15725	czcC; outer membrane protein, cobalt-zinc-cadmium efflux system
PSPTO_0378	7.8040922331385	5.27548453221006	2.52860770092844	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_0379	6.7979127956982	5.75931358496783	1.03859921073037	up	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_0380	7.55947617505475	6.50948459319786	1.04999158185689	up	OG0001525		
PSPTO_0381	6.5721703975615	6.57720426303302	-0.00503386547152029	nonDEG	OG0002635		
PSPTO_0382	4.65320153743366	4.64536966291441	0.00783187451925027	nonDEG	OG0002951	K01972	E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]
PSPTO_0383	8.0835808483509	8.4217549728629	-0.338174124511999	nonDEG	OG0000827	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
PSPTO_0384	4.91971299472666	6.49841603148051	-1.57870303675385	down	OG0002634		
PSPTO_0385	9.61158989544259	9.81018545096704	-0.198595555524451	nonDEG	OG0000634	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
PSPTO_0386	5.95013139689173	8.10086933782076	-2.15073794092903	down	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
PSPTO_0387	7.2410684541345	7.15080380779564	0.0902646463388601	nonDEG	OG0000826	K00927	PGK; phosphoglycerate kinase [EC:2.7.2.3]
PSPTO_0388	4.83702521287695	3.82339999940376	1.01362521347319	nonDEG	OG0003784		
PSPTO_0389	7.66390027128275	6.47030498248142	1.19359528880133	up	OG0002633		
PSPTO_0390	7.52166851221634	7.45212137545737	0.0695471367589695	nonDEG	OG0000715	K01624	FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
PSPTO_0391	8.54045310161749	7.90312484734641	0.637328254271081	nonDEG	OG0002949		
PSPTO_0393	6.93881774076566	6.64656956376432	0.29224817700134	nonDEG	OG0003311		
PSPTO_0394	5.5681424676258	4.41914429100325	1.14899817662255	nonDEG	OG0000337	K01273	DPEP; membrane dipeptidase [EC:3.4.13.19]
PSPTO_0395	2.70821794495283	3.32338232706136	-0.61516438210853	nonDEG	OG0002948		
PSPTO_0396	4.06376844703064	4.88356415764302	-0.819795710612381	nonDEG	OG0002164	K21833	dgcA; dimethylglycine catabolism A
PSPTO_0397	3.51007156049497	4.05408084387224	-0.544009283377271	nonDEG	OG0001785	K21834	dgcB; dimethylglycine catabolism B
PSPTO_0400	6.85058245295075	5.73201303333893	1.11856941961182	up	OG0004051	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
PSPTO_0401	4.69579622018351	5.2537960667356	-0.557999846552089	nonDEG	OG0001159	K00479	gbcA; glycine betaine catabolism A
PSPTO_0402	4.68047867405074	5.28385185822928	-0.60337318417854	nonDEG	OG0000133	K02613	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
PSPTO_0403	5.87552426412537	5.75857373343994	0.11695053068543	nonDEG	OG0003313		
PSPTO_0404	7.30067000018826	8.43060366536839	-1.12993366518013	down	OG0001838	K07115	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
PSPTO_0405	7.43509852649365	6.73395839258537	0.701140133908281	nonDEG	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
PSPTO_0406	9.77238538921436	9.65523812479335	0.117147264421011	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0407	4.96980160212655	5.94524325459766	-0.97544165247111	nonDEG	OG0000450		
PSPTO_0408	6.2939971783959	5.90506302307455	0.388934155321349	nonDEG	OG0002165		
PSPTO_0409	6.81940920828878	6.15785482510015	0.66155438318863	nonDEG	OG0001651	K03568	tldD; TldD protein
PSPTO_0410	6.53857401304901	5.40551744444307	1.13305656860594	up	OG0001650	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
PSPTO_0411	3.9236425083525	3.84434788797785	0.0792946203746503	nonDEG	OG0002945		
PSPTO_0412	7.79523208214874	8.21590887321741	-0.42067679106867	nonDEG	OG0000643	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
PSPTO_0413	7.6970260982649	7.41548237930672	0.28154371895818	nonDEG	OG0001790		
PSPTO_0414	4.92246092568178	6.79409264487315	-1.87163171919137	down	OG0000461	K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
PSPTO_0415	5.33264101277564	7.17600078327472	-1.84335977049908	down	OG0004987		
PSPTO_0416	4.67730442652877	5.51726938817827	-0.8399649616495	nonDEG	OG0001527		
PSPTO_0417	7.82841730751986	7.98197911378586	-0.153561806266	nonDEG	OG0000835	K00954	E2.7.7.3A; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
PSPTO_0418	2.07281934285146	5.50489800225595	-3.43207865940449	down	OG0000547	K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
PSPTO_0419	6.44314503091291	6.39034335638321	0.0528016745297002	nonDEG	OG0001162		
PSPTO_0420	7.24205447335452	6.45714658628128	0.784907887073239	nonDEG	OG0000370	K01011	TST; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
PSPTO_0421	5.38500871388534	6.09224683755465	-0.70723812366931	nonDEG	OG0001789	K07019	uncharacterized protein
PSPTO_0422	5.51537490030231	5.38844292482881	0.126931975473499	nonDEG	OG0001277	K21498	higA-1; antitoxin HigA-1
PSPTO_0423	4.00789110807543	5.05109170155851	-1.04320059348308	nonDEG	OG0004145	K07334	higB-1; toxin HigB-1
PSPTO_0424	3.3229717466818	3.58008534304729	-0.25711359636549	nonDEG	OG0000834	K08316	rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
PSPTO_0425	3.06328719182569	5.19418583896442	-2.13089864713873	down	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
PSPTO_0426	6.73425106144382	7.51652094371121	-0.78226988226739	nonDEG	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
PSPTO_0427	7.44740916863406	7.32150153853198	0.12590763010208	nonDEG	OG0000833	K03110	ftsY; fused signal recognition particle receptor
PSPTO_0428	6.68711290216483	7.12649440589961	-0.43938150373478	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0429	6.10298563034226	6.38149802404307	-0.278512393700811	nonDEG	OG0001024	K09811	ftsX; cell division transport system permease protein
PSPTO_0430	10.670057584818	11.2738780395893	-0.6038204547713	nonDEG	OG0001788	K03089	rpoH; RNA polymerase sigma-32 factor
PSPTO_0431	5.46904022758423	5.41718908605913	0.0518511415251002	nonDEG	OG0001023	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
PSPTO_0432	5.55512870143093	5.92627372940314	-0.37114502797221	nonDEG	OG0001656		
PSPTO_0433	2.96484652394612	6.83024886874533	-3.86540234479921	down	OG0001280	K03154	thiS; sulfur carrier protein
PSPTO_0434	6.05290186245917	5.86887720433768	0.184024658121491	nonDEG	OG0001279	K03149	thiG; thiazole synthase [EC:2.8.1.10]
PSPTO_0435	3.85921518795293	5.20406890931334	-1.34485372136041	nonDEG	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
PSPTO_0436	3.8121281155876	5.3511277328906	-1.538999617303	nonDEG	OG0002643	K21830	pchP; phosphorylcholine phosphatase
PSPTO_0437	3.9530195850769	3.8673852616208	0.0856343234560999	nonDEG	OG0000836	K00287	DHFR; dihydrofolate reductase [EC:1.5.1.3]
PSPTO_0438	4.898423172401	4.9070342772561	-0.00861110485509986	nonDEG	OG0003319		
PSPTO_0439	4.64617780375702	6.35695622876194	-1.71077842500492	down	OG0003320		
PSPTO_0440	7.38954182711128	9.10917835697616	-1.71963652986488	down	OG0000546	K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
PSPTO_0441	7.55603456246304	8.78100211408987	-1.22496755162683	down	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_0443	7.05951716297154	8.10440169216857	-1.04488452919703	down	OG0000291	K00108	betA; choline dehydrogenase [EC:1.1.99.1]
PSPTO_0444	2.91804865043471	2.71131404304047	0.20673460739424	nonDEG	OG0000039	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
PSPTO_0445	3.12156949332174	4.08838518610973	-0.96681569278799	nonDEG	OG0000043	K07165	fecR; transmembrane sensor
PSPTO_0446	0.787129209266985	2.32580260648435	-1.53867339721737	nonDEG	OG0002629		
PSPTO_0448	5.62856880619701	6.47051964654872	-0.84195084035171	nonDEG	OG0002163	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_0450	2.22593232852807	1.65753077493352	0.56840155359455	nonDEG	OG0000577	K07497	putative transposase
