	Pto_Col	Pto_Kb	Pto_FC	Pto_DEG	OG	KO.id	KO.description
PSPTO_0296	2.177223673	3.007745856	-0.830522183	nonDEG	OG0003655		
PSPTO_0297	3.15381383	4.613301589	-1.459487759	down			
PSPTO_0298	4.03935831	4.178175449	-0.138817138	nonDEG	OG0002777		
PSPTO_0299	3.68829891	3.820073263	-0.131774352	nonDEG	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
PSPTO_0300	8.941614276	7.855811607	1.085802669	up	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_0301	9.035274709	7.792401923	1.242872785	up	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
PSPTO_0303	4.896809951	6.069324105	-1.172514154	down	OG0003541		
PSPTO_0304	9.243791733	9.802231492	-0.558439759	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0305	7.759118678	8.187385653	-0.428266974	nonDEG	OG0001857	K00507	SCD; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
PSPTO_0306	6.297372387	7.152569129	-0.855196741	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0307	6.140329966	3.888588864	2.251741102	up	OG0003077		
PSPTO_0308	7.008092432	5.105889097	1.902203335	up	OG0000503	K02048	cysP; sulfate transport system substrate-binding protein
PSPTO_0309	4.811645855	4.665610997	0.146034858	nonDEG	OG0000272	K02018	modB; molybdate transport system permease protein
PSPTO_0310	3.304588337	3.671319013	-0.366730676	nonDEG	OG0001594	K02047	cysW; sulfate transport system permease protein
PSPTO_0311	3.900219811	3.799687694	0.100532116	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0312	5.070791939	5.544378568	-0.473586629	nonDEG	OG0001593		
PSPTO_0313	4.362180868	4.893752375	-0.531571507	nonDEG	OG0000077	K01420	"fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein"
PSPTO_0314	9.092572669	8.299317423	0.793255247	nonDEG	OG0001530	K02012	afuA; iron(III) transport system substrate-binding protein
PSPTO_0315	5.776048071	5.8337121	-0.057664029	nonDEG	OG0001409	K02011	afuB; iron(III) transport system permease protein
PSPTO_0316	8.261206923	7.989176152	0.27203077	nonDEG	OG0000462	K00605	gcvT; aminomethyltransferase [EC:2.1.2.10]
PSPTO_0317	5.066385535	5.815932147	-0.749546612	nonDEG	OG0000340	K02437	gcvH; glycine cleavage system H protein
PSPTO_0318	7.235409772	7.877726402	-0.64231663	nonDEG	OG0002400		
PSPTO_0319	6.933893979	7.542844464	-0.608950485	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_0320	0.584850752	-0.393867502	0.978718254	nonDEG	OG0003793		
PSPTO_0321	5.866594043	5.69694161	0.169652433	nonDEG	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
PSPTO_0322	7.963228509	7.490879615	0.472348893	nonDEG	OG0002398	K18446	ygiF; triphosphatase [EC:3.6.1.25]
PSPTO_0323	7.505909814	7.243147807	0.262762007	nonDEG	OG0000168	K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]
PSPTO_0324	6.553639739	6.441989083	0.111650656	nonDEG	OG0001971	K14682	argAB; amino-acid N-acetyltransferase [EC:2.3.1.1]
PSPTO_0325	8.551389998	9.047414799	-0.496024801	nonDEG	OG0002504	K01919	gshA; glutamate--cysteine ligase [EC:6.3.2.2]
PSPTO_0326	3.448098	3.112454788	0.335643212	nonDEG	OG0000249	K02614	paaI; acyl-CoA thioesterase [EC:3.1.2.-]
PSPTO_0327	9.409876601	7.377434897	2.032441704	up	OG0001120	K06959	tex; protein Tex
PSPTO_0328	5.609724945	6.000638649	-0.390913704	nonDEG	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
PSPTO_0329	4.884564279	6.404043178	-1.519478898	down	OG0000432	K07638	"envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
PSPTO_0330	4.898557583	4.434287982	0.4642696	nonDEG	OG0003346		
PSPTO_0331	1.657570846	3.364383288	-1.706812442	down			
PSPTO_0332	7.476890735	5.46448879	2.012401944	up	OG0003799		
PSPTO_0333	5.68189763	6.295631468	-0.613733838	nonDEG	OG0005238		
PSPTO_0334	8.853867461	8.518023098	0.335844363	nonDEG	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
PSPTO_0335	7.64825549	7.947404654	-0.299149164	nonDEG	OG0001800	K07652	"vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]"
PSPTO_0336	4.933639207	4.99112357	-0.057484362	nonDEG	OG0001901	K19158	yoeB; toxin YoeB [EC:3.1.-.-]
PSPTO_0337	4.149381269	4.707552879	-0.55817161	nonDEG	OG0002800	K19159	yefM; antitoxin YefM
PSPTO_0338	5.683094611	7.104500075	-1.421405464	down	OG0000270	K03806	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
PSPTO_0339	6.81951874	7.668220011	-0.848701271	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0340	8.218117381	7.598029002	0.620088379	nonDEG	OG0002970		
PSPTO_0341	8.341184816	8.56630817	-0.225123354	nonDEG	OG0001539	K03673	dsbA; thiol:disulfide interchange protein DsbA
PSPTO_0343	6.821367763	7.505191184	-0.683823421	nonDEG	OG0001172	K03978	engB; GTP-binding protein
PSPTO_0344	7.972063962	7.05907128	0.912992682	nonDEG	OG0000863	K02335	polA; DNA polymerase I [EC:2.7.7.7]
PSPTO_0345	7.992800481	7.931083438	0.061717043	nonDEG	OG0002665		
PSPTO_0346	7.594136603	8.126769845	-0.532633242	nonDEG	OG0002410	K02204	thrB2; homoserine kinase type II [EC:2.7.1.39]
PSPTO_0347	4.672848142	4.222822204	0.450025938	nonDEG	OG0001144	K06145	"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
PSPTO_0349	2.816743683	3.512283479	-0.695539796	nonDEG	OG0000108	K20938	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]
PSPTO_0350	5.31831507	4.598672907	0.719642163	nonDEG	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
PSPTO_0351	7.774159635	6.456173695	1.31798594	up	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
PSPTO_0352	6.424153384	4.664382145	1.759771238	up	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
PSPTO_0353	5.956291045	5.923606723	0.032684323	nonDEG	OG0000202	K07708	"glnL; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
PSPTO_0354	2.112975079	1.856396164	0.256578915	nonDEG			
PSPTO_0355	4.217821524	4.913621497	-0.695799973	nonDEG	OG0005010		
PSPTO_0356	5.820524733	5.831224365	-0.010699632	nonDEG	OG0004393		
PSPTO_0357	6.672383505	6.13187501	0.540508495	nonDEG	OG0003036	K04093	pheA1; chorismate mutase [EC:5.4.99.5]
PSPTO_0359	10.84907475	9.455954764	1.393119986	up	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
PSPTO_0360	10.28151012	8.998519783	1.28299034	up	OG0002717	K03151	thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
PSPTO_0361	10.69825352	9.083700421	1.6145531	up	OG0000921	K06207	typA; GTP-binding protein
PSPTO_0362	6.529616663	7.588354421	-1.058737758	down	OG0000081	K02444	"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
PSPTO_0363	2.221737559	4.109015087	-1.887277528	down	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_0364	2.054325226	3.883945476	-1.829620249	down	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
PSPTO_0365	5.400261821	7.183412931	-1.78315111	down	OG0000022	K13653	AraC family transcriptional regulator
PSPTO_0366	5.842425252	5.523455015	0.318970237	nonDEG	OG0002636	K03316	"TC.CPA1; monovalent cation:H+ antiporter, CPA1 family"
PSPTO_0367	10.97635055	12.03953631	-1.063185758	down	OG0002661		
PSPTO_0368	1.956426299	4.339674186	-2.383247887	down			
PSPTO_0369	8.294700789	9.099436413	-0.804735625	nonDEG	OG0000040		
PSPTO_0370	4.453661653	2.941990734	1.511670919	up	OG0001066		
PSPTO_0371	10.17429507	4.580680158	5.593614913	up			
PSPTO_0373	9.293488649	9.614805474	-0.321316826	nonDEG	OG0001026		
PSPTO_0374	8.670256009	8.854119173	-0.183863163	nonDEG	OG0006115		
PSPTO_0375	6.759968667	7.691574835	-0.931606168	nonDEG	OG0000396	K15726	czcA; cobalt-zinc-cadmium resistance protein CzcA
PSPTO_0376	5.894372391	5.923108494	-0.028736103	nonDEG	OG0000598	K15727	"czcB; membrane fusion protein, cobalt-zinc-cadmium efflux system"
PSPTO_0377	6.444387247	5.443536614	1.000850633	nonDEG	OG0001047	K15725	"czcC; outer membrane protein, cobalt-zinc-cadmium efflux system"
PSPTO_0378	5.408058236	5.127570296	0.28048794	nonDEG	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
PSPTO_0379	5.002107124	5.902562452	-0.900455329	nonDEG	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
PSPTO_0380	5.386535456	6.748575013	-1.362039557	down	OG0001525		
PSPTO_0381	6.537119663	6.976538897	-0.439419234	nonDEG	OG0002635		
PSPTO_0382	5.344386859	4.927477414	0.416909445	nonDEG	OG0002951	K01972	E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]
PSPTO_0383	10.60005312	8.808368963	1.791684162	up	OG0000827	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
PSPTO_0384	7.732190768	6.413804951	1.318385817	up	OG0002634		
PSPTO_0385	10.20576441	10.03347663	0.172287777	nonDEG	OG0000634	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
PSPTO_0386	7.465363626	8.370539452	-0.905175826	nonDEG	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
PSPTO_0387	7.786250793	7.727801695	0.058449097	nonDEG	OG0000826	K00927	PGK; phosphoglycerate kinase [EC:2.7.2.3]
PSPTO_0388	6.347342739	4.805082562	1.542260177	up	OG0003784		
PSPTO_0389	9.078760455	7.101439495	1.97732096	up	OG0002633		
PSPTO_0390	8.726909335	7.929808213	0.797101122	nonDEG	OG0000715	K01624	"FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
PSPTO_0391	7.712817386	8.190169895	-0.47735251	nonDEG	OG0002949		
PSPTO_0393	6.325725024	6.701516762	-0.375791738	nonDEG	OG0003311		
PSPTO_0394	3.43974133	3.832365433	-0.392624102	nonDEG	OG0000337	K01273	DPEP; membrane dipeptidase [EC:3.4.13.19]
PSPTO_0395	0.941574159	2.949420852	-2.007846693	down	OG0002948		
PSPTO_0396	3.775614731	4.594529043	-0.818914312	nonDEG	OG0002164	K21833	dgcA; dimethylglycine catabolism A
PSPTO_0397	2.801967607	3.203001477	-0.401033869	nonDEG	OG0001785	K21834	dgcB; dimethylglycine catabolism B
PSPTO_0400	5.764813302	5.934105222	-0.16929192	nonDEG	OG0004051	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
PSPTO_0401	4.030829456	4.945267357	-0.914437901	nonDEG	OG0001159	K00479	gbcA; glycine betaine catabolism A
PSPTO_0402	3.72744018	4.500075256	-0.772635076	nonDEG	OG0000133	K02613	"paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE"
PSPTO_0403	4.937300881	5.364372847	-0.427071967	nonDEG	OG0003313		
PSPTO_0404	8.197470948	8.732033606	-0.534562658	nonDEG	OG0001838	K07115	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
PSPTO_0405	7.425026783	7.164173877	0.260852906	nonDEG	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
PSPTO_0406	8.494817932	9.838729408	-1.343911476	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_0407	4.915513264	5.972975815	-1.057462551	down	OG0000450		
PSPTO_0408	6.694891302	6.151255401	0.543635901	nonDEG	OG0002165		
PSPTO_0409	7.194784879	5.954666944	1.240117934	up	OG0001651	K03568	tldD; TldD protein
PSPTO_0410	6.257952082	5.9108672	0.347084882	nonDEG	OG0001650	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
PSPTO_0411	2.806599275	3.877368774	-1.070769499	nonDEG	OG0002945		
PSPTO_0412	9.591054678	8.146442756	1.444611922	up	OG0000643	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
PSPTO_0413	7.237415669	7.337571776	-0.100156107	nonDEG	OG0001790		
PSPTO_0414	5.364571677	6.83416826	-1.469596583	down	OG0000461	K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
PSPTO_0415	4.282859404	6.624324631	-2.341465227	down	OG0004987		
PSPTO_0416	5.009843838	5.785177253	-0.775333415	nonDEG	OG0001527		
PSPTO_0417	8.256390446	8.345678863	-0.089288417	nonDEG	OG0000835	K00954	E2.7.7.3A; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
PSPTO_0418	4.425760168	5.365718295	-0.939958127	nonDEG	OG0000547	K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
PSPTO_0419	5.881531614	6.201550397	-0.320018783	nonDEG	OG0001162		
PSPTO_0420	6.563365999	6.61874764	-0.05538164	nonDEG	OG0000370	K01011	TST; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
PSPTO_0421	5.604649387	5.992227593	-0.387578206	nonDEG	OG0001789	K07019	uncharacterized protein
PSPTO_0422	5.894094115	5.260737677	0.633356438	nonDEG	OG0001277	K21498	higA-1; antitoxin HigA-1
PSPTO_0423	4.45002043	5.040518306	-0.590497876	nonDEG	OG0004145	K07334	higB-1; toxin HigB-1
PSPTO_0424	5.137350212	3.760455291	1.376894921	up	OG0000834	K08316	rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
PSPTO_0425	6.571751893	5.199213277	1.372538616	up	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
PSPTO_0426	8.028089641	7.597062183	0.431027458	nonDEG	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
PSPTO_0427	8.008362331	8.021107784	-0.012745453	nonDEG	OG0000833	K03110	ftsY; fused signal recognition particle receptor
PSPTO_0428	7.278943789	7.512756089	-0.2338123	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0429	5.993162323	6.267335969	-0.274173645	nonDEG	OG0001024	K09811	ftsX; cell division transport system permease protein
PSPTO_0430	10.17655819	11.5740234	-1.397465204	down	OG0001788	K03089	rpoH; RNA polymerase sigma-32 factor
PSPTO_0431	7.019239566	5.863578702	1.155660864	up	OG0001023	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
PSPTO_0432	5.491711018	5.699390799	-0.20767978	nonDEG	OG0001656		
PSPTO_0433	6.382756522	7.457549903	-1.074793381	down	OG0001280	K03154	thiS; sulfur carrier protein
PSPTO_0434	7.554624457	6.594874745	0.959749712	nonDEG	OG0001279	K03149	thiG; thiazole synthase [EC:2.8.1.10]
PSPTO_0435	6.223297936	5.667462474	0.555835462	nonDEG	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
PSPTO_0436	6.983906046	5.534353083	1.449552964	up	OG0002643	K21830	pchP; phosphorylcholine phosphatase
PSPTO_0437	4.13549677	3.395204464	0.740292307	nonDEG	OG0000836	K00287	DHFR; dihydrofolate reductase [EC:1.5.1.3]
PSPTO_0438	5.888870204	4.824936135	1.063934069	up	OG0003319		
PSPTO_0439	5.866100749	6.453456773	-0.587356024	nonDEG	OG0003320		
PSPTO_0440	9.146005642	9.108560958	0.037444684	nonDEG	OG0000546	K02167	"betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
PSPTO_0441	8.694429858	8.617444873	0.076984986	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_0443	8.132186301	8.12012827	0.012058031	nonDEG	OG0000291	K00108	betA; choline dehydrogenase [EC:1.1.99.1]
PSPTO_0444	4.388080547	2.562893346	1.825187201	up	OG0000039	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
PSPTO_0445	4.805212781	3.988802161	0.81641062	nonDEG	OG0000043	K07165	fecR; transmembrane sensor
PSPTO_0446	1.84754411	1.253270325	0.594273785	nonDEG	OG0002629		
PSPTO_0448	5.678174915	6.418143421	-0.739968506	nonDEG	OG0002163	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_0450	2.412288293	2.679254985	-0.266966692	nonDEG	OG0000577	K07497	putative transposase
PSPTO_0451	5.423776035	6.351854927	-0.928078893	nonDEG	OG0001741		
PSPTO_0452	5.319163512	5.509342538	-0.190179027	nonDEG	OG0001649		
PSPTO_0453	5.894142179	6.316404983	-0.422262804	nonDEG	OG0003783		
PSPTO_0454	2.815806489	3.284398157	-0.468591668	nonDEG	OG0000481		
PSPTO_0455	5.39979792	5.06977998	0.330017941	nonDEG	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
PSPTO_0456	6.391735741	6.891692958	-0.499957218	nonDEG	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
PSPTO_0457	3.880313723	4.369978956	-0.489665234	nonDEG	OG0002630	K00305	"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
PSPTO_0458	5.348864244	5.446235792	-0.097371547	nonDEG	OG0002392	K00302	"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]"
PSPTO_0460	3.481398176	3.935586747	-0.454188571	nonDEG	OG0001276	K00303	"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]"
PSPTO_0461	4.093861772	4.828403559	-0.734541787	nonDEG	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
PSPTO_0462	7.130868967	5.778511966	1.352357001	up	OG0000581	K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
PSPTO_0463	6.31528564	4.862287452	1.452998189	up	OG0000580	K02001	proW; glycine betaine/proline transport system permease protein
PSPTO_0464	8.515484631	6.622473478	1.893011152	up	OG0000545	K02002	proX; glycine betaine/proline transport system substrate-binding protein
PSPTO_0465	5.850757321	5.372131024	0.478626297	nonDEG	OG0000635	K17736	"cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator"
PSPTO_0466	6.463456058	5.339018647	1.124437411	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_0467	2.448046585	2.402156273	0.045890312	nonDEG			
PSPTO_0468	7.748663615	6.488050029	1.260613586	up	OG0003466		
PSPTO_0469	7.220212629	4.561358128	2.658854502	up	OG0003040	K09888	zapA; cell division protein ZapA
PSPTO_0470	4.430095685	4.672535481	-0.242439796	nonDEG	OG0002628	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
PSPTO_0471	7.052761889	7.640019069	-0.587257179	nonDEG	OG0002391	K07182	CBS domain-containing protein
PSPTO_0472	6.286851991	8.130285274	-1.843433283	down	OG0002627		
PSPTO_0474	2.104347595	-0.290441765	2.39478936	nonDEG			
PSPTO_0475	3.274289761	2.783556388	0.490733373	nonDEG			
PSPTO_0480	8.02342654	7.10770457	0.91572197	nonDEG	OG0001524	K01638	aceB; malate synthase [EC:2.3.3.9]
PSPTO_0481	5.809840531	6.511283972	-0.701443441	nonDEG	OG0002626	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]
PSPTO_0482	6.440759244	5.960619644	0.480139601	nonDEG	OG0007174	K18843	hicB; antitoxin HicB
PSPTO_0483	4.744897653	4.954230135	-0.209332481	nonDEG	OG0000363	K05786	rarD; chloramphenicol-sensitive protein RarD
PSPTO_0484	7.539582409	6.923920354	0.615662055	nonDEG	OG0001784		
PSPTO_0485	3.400843596	4.332951106	-0.93210751	nonDEG	OG0000013	K02529	lacI; LacI family transcriptional regulator
PSPTO_0486	1.728301913	1.759123382	-0.03082147	nonDEG	OG0001505	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
PSPTO_0488	1.43655105	1.767769148	-0.331218098	nonDEG	OG0004830	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein
PSPTO_0489	1.666171056	-0.00372539	1.669896446	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_0491	4.64717027	3.283257494	1.363912776	nonDEG	OG0001783	K07093	uncharacterized protein
PSPTO_0492	4.2331499	4.899730536	-0.666580637	nonDEG	OG0001782	K02019	modE; molybdate transport system regulatory protein
PSPTO_0493	3.079419341	2.918292743	0.161126598	nonDEG	OG0001020	K02242	comFC; competence protein ComFC
PSPTO_0494	11.07474586	9.839691636	1.235054223	up	OG0001403	K01012	bioB; biotin synthase [EC:2.8.1.6]
PSPTO_0495	9.470890225	7.387225186	2.083665039	up	OG0000261	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
PSPTO_0496	7.374741488	5.977848416	1.396893072	up	OG0001967	K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
PSPTO_0497	6.146490643	5.965785321	0.180705322	nonDEG	OG0000369	K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]
PSPTO_0498	6.154834256	5.765619978	0.389214277	nonDEG	OG0001523	K01935	bioD; dethiobiotin synthetase [EC:6.3.3.3]
PSPTO_0499	7.421171829	10.23504891	-2.813877086	down	OG0003309		
PSPTO_0500	10.21571435	9.010334782	1.205379571	up	OG0000241	K20035	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
PSPTO_0501	4.930461365	5.457611211	-0.527149846	nonDEG			
PSPTO_0502	6.471082861	4.278546643	2.192536218	up			
PSPTO_0503	7.566840439	4.446848741	3.119991698	up			
PSPTO_0505	4.941814166	6.613638678	-1.671824512	down	OG0003308		
PSPTO_0506	6.897990635	6.836429171	0.061561463	nonDEG	OG0000241	K20035	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
PSPTO_0507	6.35895718	7.99927564	-1.64031846	down	OG0002390		
PSPTO_0508	5.888716711	6.39388879	-0.505172079	nonDEG	OG0000439		
PSPTO_0509	6.23851632	6.532012886	-0.293496566	nonDEG	OG0001966	K06139	pqqE; PqqA peptide cyclase [EC:1.21.98.4]
PSPTO_0510	3.279000633	3.748916623	-0.46991599	nonDEG	OG0002162	K06138	pqqD; pyrroloquinoline quinone biosynthesis protein D
PSPTO_0511	5.413052865	5.212492044	0.200560821	nonDEG	OG0001965	K06137	pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]
PSPTO_0512	7.334687083	7.564457453	-0.229770369	nonDEG	OG0002161	K06136	pqqB; pyrroloquinoline quinone biosynthesis protein B
