KO	category-1	category-2	category-3	category-4	N of genes
K00274	Metabolism	Tryptophan metabolism	Tryptophan metabolism	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Metabolism	Tyrosine metabolism	Tyrosine metabolism	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Metabolism	Isoquinoline alkaloid biosynthesis	Isoquinoline alkaloid biosynthesis	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Metabolism	Drug metabolism - cytochrome P450	Drug metabolism - cytochrome P450	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Organismal Systems	Dopaminergic synapse	Dopaminergic synapse	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Organismal Systems	Serotonergic synapse	Serotonergic synapse	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Human Diseases	Alcoholism	Alcoholism	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Human Diseases	Amphetamine addiction	Amphetamine addiction	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00274	Human Diseases	Cocaine addiction	Cocaine addiction	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	4
K00275	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxH, PNPO; pyridoxamine 5-phosphate oxidase [EC:1.4.3.5]	1
K00278	Metabolism	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	nadB; L-aspartate oxidase [EC:1.4.3.16]	2
K00278	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	nadB; L-aspartate oxidase [EC:1.4.3.16]	2
K00281	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	1
K00281	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	1
K00285	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]	2
K00286	Metabolism	Arginine and proline metabolism	Arginine and proline metabolism	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1
K00287	Metabolism	Folate biosynthesis	Folate biosynthesis	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00287	Metabolism	One carbon pool by folate	One carbon pool by folate	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00287	Human Diseases	Antifolate resistance	Antifolate resistance	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	1
K00297	Metabolism	Carbon fixation pathways in prokaryotes	Carbon fixation pathways in prokaryotes	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00297	Metabolism	One carbon pool by folate	One carbon pool by folate	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00297	Human Diseases	Antifolate resistance	Antifolate resistance	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	1
K00299	Metabolism	Sulfur metabolism	Sulfur metabolism	ssuE; FMN reductase [EC:1.5.1.38]	1
K00299	Metabolism	Riboflavin metabolism	Riboflavin metabolism	ssuE; FMN reductase [EC:1.5.1.38]	1
K00302	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]	2
K00303	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]	4
K00305	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]	1
K00322	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	sthA, udhA; NAD(P) transhydrogenase [EC:1.6.1.1]	1
K00325	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	1
K00329	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	E7.1.1.2; NADH dehydrogenase [EC:7.1.1.2]	1
K00330	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	1
K00331	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	1
K00334	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	1
K00335	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	1
K00336	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	1
K00337	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	1
K00338	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	1
K00339	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	1
K00340	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	1
K00341	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	1
K00342	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	1
K00343	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	1
K00344	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	4
K00354	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]	2
K00355	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1
K00355	Human Diseases	Pathways in cancer	Pathways in cancer	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1
K00355	Human Diseases	Hepatocellular carcinoma	Hepatocellular carcinoma	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1
K00355	Human Diseases	Fluid shear stress and atherosclerosis	Fluid shear stress and atherosclerosis	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1
K00362	Metabolism	Nitrogen metabolism	Nitrogen metabolism	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]	2
K00363	Metabolism	Nitrogen metabolism	Nitrogen metabolism	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]	1
K00372	Metabolism	Nitrogen metabolism	Nitrogen metabolism	nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]	1
K00375	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	K00375; GntR family transcriptional regulator / MocR family aminotransferase	1
K00380	Metabolism	Sulfur metabolism	Sulfur metabolism	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	1
K00381	Metabolism	Sulfur metabolism	Sulfur metabolism	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	1
K00382	Metabolism	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Propanoate metabolism	Propanoate metabolism	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Pyruvate metabolism	Pyruvate metabolism	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Metabolism	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00382	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	1
K00383	Metabolism	Glutathione metabolism	Glutathione metabolism	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	2
K00383	Organismal Systems	Thyroid hormone synthesis	Thyroid hormone synthesis	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	2
K00384	Metabolism	Selenocompound metabolism	Selenocompound metabolism	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	1
K00387	Metabolism	Sulfur metabolism	Sulfur metabolism	SUOX; sulfite oxidase [EC:1.8.3.1]	1
K00390	Metabolism	Sulfur metabolism	Sulfur metabolism	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	1
K00404	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	1
K00404	Environmental Information Processing	Two-component system	Two-component system	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	1
K00405	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ccoO; cytochrome c oxidase cbb3-type subunit II	1
K00405	Environmental Information Processing	Two-component system	Two-component system	ccoO; cytochrome c oxidase cbb3-type subunit II	1
K00406	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ccoP; cytochrome c oxidase cbb3-type subunit III	1
K00406	Environmental Information Processing	Two-component system	Two-component system	ccoP; cytochrome c oxidase cbb3-type subunit III	1
K00407	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	ccoQ; cytochrome c oxidase cbb3-type subunit IV	1
K00407	Environmental Information Processing	Two-component system	Two-component system	ccoQ; cytochrome c oxidase cbb3-type subunit IV	1
K00425	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	1
K00425	Environmental Information Processing	Two-component system	Two-component system	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	1
K00426	Metabolism	Oxidative phosphorylation	Oxidative phosphorylation	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	1
K00426	Environmental Information Processing	Two-component system	Two-component system	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	1
K00432	Metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism	gpx; glutathione peroxidase [EC:1.11.1.9]	3
K00432	Metabolism	Glutathione metabolism	Glutathione metabolism	gpx; glutathione peroxidase [EC:1.11.1.9]	3
K00432	Organismal Systems	Thyroid hormone synthesis	Thyroid hormone synthesis	gpx; glutathione peroxidase [EC:1.11.1.9]	3
K00449	Metabolism	Benzoate degradation	Benzoate degradation	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	2
K00449	Metabolism	Polycyclic aromatic hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	2
K00451	Metabolism	Tyrosine metabolism	Tyrosine metabolism	HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	1
K00451	Metabolism	Styrene degradation	Styrene degradation	HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	1
K00457	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	2
K00457	Metabolism	Tyrosine metabolism	Tyrosine metabolism	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	2
K00457	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	2
K00457	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	2
K00459	Metabolism	Nitrogen metabolism	Nitrogen metabolism	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	2
K00468	Metabolism	Lysine degradation	Lysine degradation	davB; lysine 2-monooxygenase [EC:1.13.12.2]	1
K00479	Not Included in Pathway or Brite	General function prediction only	General function prediction only	gbcA; glycine betaine catabolism A	2
K00480	Metabolism	Dioxin degradation	Dioxin degradation	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	1
K00480	Metabolism	Naphthalene degradation	Naphthalene degradation	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	1
K00480	Metabolism	Polycyclic aromatic hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	1
K00481	Metabolism	Benzoate degradation	Benzoate degradation	pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	1
K00500	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	1
K00500	Metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	Phenylalanine, tyrosine and tryptophan biosynthesis	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	1
K00500	Metabolism	Folate biosynthesis	Folate biosynthesis	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	1
K00507	Metabolism	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1
K00507	Environmental Information Processing	AMPK signaling pathway	AMPK signaling pathway	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1
K00507	Organismal Systems	Longevity regulating pathway - worm	Longevity regulating pathway - worm	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1
K00507	Organismal Systems	PPAR signaling pathway	PPAR signaling pathway	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1
K00507	Brite Hierarchies	Lipid biosynthesis proteins [BR:ko01004]	Lipid biosynthesis proteins [BR:ko01004]	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	1
K00523	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	1
K00525	Metabolism	Purine metabolism	Purine metabolism	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	1
K00525	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	1
K00525	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	1
K00526	Metabolism	Purine metabolism	Purine metabolism	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	1
K00526	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	1
K00526	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	1
K00528	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	2
K00537	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	arsC1, arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	1
K00547	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	1
K00548	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	1
K00548	Metabolism	Selenocompound metabolism	Selenocompound metabolism	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	1
K00548	Metabolism	One carbon pool by folate	One carbon pool by folate	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	1
K00549	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	1
K00549	Metabolism	Selenocompound metabolism	Selenocompound metabolism	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	1
K00554	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	1
K00557	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	1
K00558	Metabolism	Cysteine and methionine metabolism	Cysteine and methionine metabolism	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2
K00558	Human Diseases	MicroRNAs in cancer	MicroRNAs in cancer	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2
K00558	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2
K00558	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2
K00558	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	2
K00560	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	1
K00560	Metabolism	One carbon pool by folate	One carbon pool by folate	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	1
K00560	Human Diseases	Antifolate resistance	Antifolate resistance	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	1
K00563	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	1
K00564	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	1
K00566	Genetic Information Processing	Sulfur relay system	Sulfur relay system	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	1
K00566	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	1
K00568	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	1
K00569	Metabolism	Drug metabolism - other enzymes	Drug metabolism - other enzymes	TPMT, tpmT; thiopurine S-methyltransferase [EC:2.1.1.67]	1
K00573	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	1
K00574	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	1
K00575	Environmental Information Processing	Two-component system	Two-component system	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	3
K00575	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	3
K00575	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	3
K00595	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	1
K00600	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	2
K00600	Metabolism	Methane metabolism	Methane metabolism	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	2
K00600	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	2
K00600	Metabolism	Cyanoamino acid metabolism	Cyanoamino acid metabolism	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	2
K00600	Metabolism	One carbon pool by folate	One carbon pool by folate	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	2
