	PSPTO_ID	OG	KO id	KO description
Pto|395	PSPTO_0409	OG0001651	K03568	tldD; TldD protein
Pto|396	PSPTO_0410	OG0001650	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
Pto|397	PSPTO_0411	OG0002945		
Pto|398	PSPTO_0412	OG0000643	K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
Pto|399	PSPTO_0413	OG0001790		
Pto|400	PSPTO_0414	OG0000461	K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
Pto|401	PSPTO_0415	OG0004987		
Pto|402	PSPTO_0416	OG0001527		
Pto|403	PSPTO_0417	OG0000835	K00954	E2.7.7.3A; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
Pto|404	PSPTO_0418	OG0000547	K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
Pto|405	PSPTO_0419	OG0001162		
Pto|406	PSPTO_0420	OG0000370	K01011	TST; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
Pto|407	PSPTO_0421	OG0001789	K07019	uncharacterized protein
Pto|408	PSPTO_0422	OG0001277	K21498	higA-1; antitoxin HigA-1
Pto|409	PSPTO_0423	OG0004145	K07334	higB-1; toxin HigB-1
Pto|410	PSPTO_0424	OG0000834	K08316	rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
Pto|411	PSPTO_0425	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Pto|412	PSPTO_0426	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Pto|413	PSPTO_0427	OG0000833	K03110	ftsY; fused signal recognition particle receptor
Pto|414	PSPTO_0428	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|415	PSPTO_0429	OG0001024	K09811	ftsX; cell division transport system permease protein
Pto|416	PSPTO_0430	OG0001788	K03089	rpoH; RNA polymerase sigma-32 factor
Pto|417	PSPTO_0431	OG0001023	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
Pto|418	PSPTO_0432	OG0001656		
Pto|419	PSPTO_0433	OG0001280	K03154	thiS; sulfur carrier protein
Pto|420	PSPTO_0434	OG0001279	K03149	thiG; thiazole synthase [EC:2.8.1.10]
Pto|421	PSPTO_0435	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
Pto|422	PSPTO_0436	OG0002643	K21830	pchP; phosphorylcholine phosphatase
Pto|423	PSPTO_0437	OG0000836	K00287	DHFR; dihydrofolate reductase [EC:1.5.1.3]
Pto|424	PSPTO_0438	OG0003319		
Pto|425	PSPTO_0439	OG0003320		
Pto|426	PSPTO_0440	OG0000546	K02167	"betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
Pto|427	PSPTO_0441	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Pto|429	PSPTO_0443	OG0000291	K00108	betA; choline dehydrogenase [EC:1.1.99.1]
Pto|430	PSPTO_0444	OG0000039	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
Pto|431	PSPTO_0445	OG0000043	K07165	fecR; transmembrane sensor
Pto|434	PSPTO_0448	OG0002163	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
Pto|437	PSPTO_0451	OG0001741		
Pto|438	PSPTO_0452	OG0001649		
Pto|439	PSPTO_0453	OG0003783		
Pto|440	PSPTO_0454	OG0000481		
Pto|441	PSPTO_0455	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
Pto|442	PSPTO_0456	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
Pto|443	PSPTO_0457	OG0002630	K00305	"soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]"
Pto|444	PSPTO_0458	OG0002392	K00302	"soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]"
Pto|446	PSPTO_0460	OG0001276	K00303	"soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]"
Pto|447	PSPTO_0461	OG0000237	K00600	glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]
Pto|448	PSPTO_0462	OG0000581	K02000	proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
Pto|449	PSPTO_0463	OG0000580	K02001	proW; glycine betaine/proline transport system permease protein
Pto|450	PSPTO_0464	OG0000545	K02002	proX; glycine betaine/proline transport system substrate-binding protein
Pto|451	PSPTO_0465	OG0000635	K17736	"cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator"
Pto|452	PSPTO_0466	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|453	PSPTO_0467			
Pto|454	PSPTO_0468	OG0003466		
Pto|455	PSPTO_0469	OG0003040	K09888	zapA; cell division protein ZapA
Pto|456	PSPTO_0470	OG0002628	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
Pto|457	PSPTO_0471	OG0002391	K07182	CBS domain-containing protein
Pto|458	PSPTO_0472	OG0002627		
Pto|459	PSPTO_0474			
Pto|461	PSPTO_0475			
Pto|466	PSPTO_0480	OG0001524	K01638	aceB; malate synthase [EC:2.3.3.9]
Pto|467	PSPTO_0481	OG0002626	K00604	MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]
Pto|468	PSPTO_0482	OG0007174	K18843	hicB; antitoxin HicB
Pto|469	PSPTO_0483	OG0000363	K05786	rarD; chloramphenicol-sensitive protein RarD
Pto|470	PSPTO_0484	OG0001784		
Pto|471	PSPTO_0485	OG0000013	K02529	lacI; LacI family transcriptional regulator
Pto|477	PSPTO_0491	OG0001783	K07093	uncharacterized protein
Pto|478	PSPTO_0492	OG0001782	K02019	modE; molybdate transport system regulatory protein
Pto|479	PSPTO_0493	OG0001020	K02242	comFC; competence protein ComFC
Pto|480	PSPTO_0494	OG0001403	K01012	bioB; biotin synthase [EC:2.8.1.6]
Pto|481	PSPTO_0495	OG0000261	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
Pto|482	PSPTO_0496	OG0001967	K02170	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
Pto|483	PSPTO_0497	OG0000369	K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]
Pto|484	PSPTO_0498	OG0001523	K01935	bioD; dethiobiotin synthetase [EC:6.3.3.3]
Pto|485	PSPTO_0499	OG0003309		
Pto|486	PSPTO_0500	OG0000241	K20035	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
Pto|487	PSPTO_0501			
Pto|488	PSPTO_0502			
Pto|489	PSPTO_0503			
Pto|490	PSPTO_0505	OG0003308		
Pto|491	PSPTO_0506	OG0000241	K20035	dmdC; 3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]
Pto|492	PSPTO_0507	OG0002390		
Pto|493	PSPTO_0508	OG0000439		
Pto|494	PSPTO_0509	OG0001966	K06139	pqqE; PqqA peptide cyclase [EC:1.21.98.4]
Pto|495	PSPTO_0510	OG0002162	K06138	pqqD; pyrroloquinoline quinone biosynthesis protein D
Pto|496	PSPTO_0511	OG0001965	K06137	pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]
Pto|497	PSPTO_0512	OG0002161	K06136	pqqB; pyrroloquinoline quinone biosynthesis protein B
Pto|498	PSPTO_0513	OG0003149	K06135	pqqA; pyrroloquinoline quinone biosynthesis protein A
Pto|499	PSPTO_0514	OG0000120	K07263	pqqL; zinc protease [EC:3.4.24.-]
Pto|502	PSPTO_0517	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
Pto|503	PSPTO_0518	OG0002942	K00468	davB; lysine 2-monooxygenase [EC:1.13.12.2]
Pto|504	PSPTO_0519	OG0000395	K03718	"asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA"
Pto|505	PSPTO_0520	OG0002908		
Pto|506	PSPTO_0521	OG0004042		
Pto|507	PSPTO_0522	OG0000565	K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
Pto|508	PSPTO_0523	OG0000521	K04095	fic; cell filamentation protein
Pto|509	PSPTO_0524	OG0003306	K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]
Pto|512	PSPTO_0527			
Pto|513	PSPTO_0528			
Pto|514	PSPTO_0529			
Pto|515	PSPTO_0530	OG0006729		
Pto|519	PSPTO_0535	OG0001604		
Pto|520	PSPTO_0536	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
Pto|521	PSPTO_0537	OG0000368	K03086	rpoD; RNA polymerase primary sigma factor
Pto|522	PSPTO_0538	OG0000823	K02316	dnaG; DNA primase [EC:2.7.7.101]
Pto|523	PSPTO_0539	OG0001243	K02970	RP-S21; small subunit ribosomal protein S21
Pto|524	PSPTO_0540	OG0000822	K01409	KAE1; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
Pto|525	PSPTO_0541	OG0001648	K08591	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
Pto|527	PSPTO_0543	OG0000394	K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
Pto|528	PSPTO_0544	OG0001019	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
Pto|529	PSPTO_0545	OG0002389	K06415	spoVR; stage V sporulation protein R
Pto|530	PSPTO_0546	OG0002388	K09786	uncharacterized protein
Pto|531	PSPTO_0547	OG0002387	K07180	prkA; serine protein kinase
Pto|532	PSPTO_0548	OG0000157	K02439	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]
Pto|533	PSPTO_0549	OG0000460	K01525	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
Pto|534	PSPTO_0550	OG0001522	K06195	apaG; ApaG protein
Pto|535	PSPTO_0551	OG0000821	K02528	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
Pto|536	PSPTO_0552	OG0000544	K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
Pto|537	PSPTO_0553	OG0000093	K03769	ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
Pto|538	PSPTO_0554	OG0001781	K04744	lptD; LPS-assembly protein
Pto|539	PSPTO_0555	OG0001964	K07102	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]
Pto|540	PSPTO_0556	OG0001521	K00992	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
Pto|541	PSPTO_0557	OG0002160	K05801	djlA; DnaJ like chaperone protein
Pto|542	PSPTO_0558	OG0003307		
Pto|543	PSPTO_0559	OG0000067	K07674	"narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]"
Pto|544	PSPTO_0560	OG0000009	K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
Pto|546	PSPTO_0562	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|547	PSPTO_0563	OG0001018	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
Pto|548	PSPTO_0564	OG0002941	K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein
Pto|549	PSPTO_0565	OG0000497	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein
Pto|550	PSPTO_0566	OG0000820	K01783	rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
Pto|551	PSPTO_0567	OG0000496	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]
Pto|552	PSPTO_0568	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
Pto|553	PSPTO_0569	OG0001870	K12686	apeE; outer membrane lipase/esterase
Pto|554	PSPTO_0570	OG0005177		
Pto|555	PSPTO_0571	OG0001501		
Pto|556	PSPTO_0572	OG0007731		
Pto|557	PSPTO_0573	OG0007724		
Pto|558	PSPTO_0574			
Pto|559	PSPTO_0575	OG0006077		
Pto|560	PSPTO_0576	OG0006076		
Pto|561	PSPTO_0577	OG0006075		
Pto|562	PSPTO_0578	OG0006074		
Pto|563	PSPTO_0579	OG0006073		
Pto|564	PSPTO_0580	OG0005048		
Pto|565	PSPTO_0581	OG0006072		
Pto|566	PSPTO_0582			
Pto|567	PSPTO_0583			
Pto|568	PSPTO_0584	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
Pto|569	PSPTO_0585	OG0005916		
Pto|570	PSPTO_0586			
Pto|571	PSPTO_0587			
Pto|572	PSPTO_0588			
Pto|573	PSPTO_0589			
Pto|574	PSPTO_0591	OG0001773	K03502	umuC; DNA polymerase V
Pto|575	PSPTO_0592	OG0000713	K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]
Pto|576	PSPTO_0593	OG0001017	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
Pto|577	PSPTO_0594	OG0000819	K01609	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
Pto|578	PSPTO_0595	OG0002625	K16869	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
Pto|579	PSPTO_0596	OG0000077	K01420	"fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein"
Pto|580	PSPTO_0597	OG0001275	K07397	yhfA; putative redox protein
Pto|581	PSPTO_0598	OG0002276	K01611	speD; S-adenosylmethionine decarboxylase [EC:4.1.1.50]
Pto|582	PSPTO_0599	OG0002159	K06134	COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
Pto|583	PSPTO_0600	OG0000579	K02503	HINT1; histidine triad (HIT) family protein
Pto|584	PSPTO_0601	OG0000277	K07124	uncharacterized protein
Pto|585	PSPTO_0602	OG0000640		
Pto|586	PSPTO_0603	OG0001520	K08973	putative membrane protein
Pto|587	PSPTO_0604	OG0000712	K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
Pto|588	PSPTO_0605	OG0000276	K13628	iscA; iron-sulfur cluster assembly protein
Pto|589	PSPTO_0606	OG0001158	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
Pto|590	PSPTO_0607	OG0001963	K19304	mepM; murein DD-endopeptidase [EC:3.4.24.-]
Pto|592	PSPTO_0609	OG0000711	K01866	YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
Pto|593	PSPTO_0610	OG0000967	K03524	"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
Pto|594	PSPTO_0611	OG0001446	K03525	coaX; type III pantothenate kinase [EC:2.7.1.33]
Pto|595	PSPTO_0612	OG0003509		
Pto|596	PSPTO_0613	OG0001323	K03073	secE; preprotein translocase subunit SecE
Pto|597	PSPTO_0614	OG0000966	K02601	nusG; transcriptional antiterminator NusG
Pto|598	PSPTO_0615	OG0001108	K02867	RP-L11; large subunit ribosomal protein L11
Pto|599	PSPTO_0616	OG0000965	K02863	RP-L1; large subunit ribosomal protein L1
Pto|600	PSPTO_0617	OG0001107	K02864	RP-L10; large subunit ribosomal protein L10
Pto|601	PSPTO_0618	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
Pto|602	PSPTO_0619	OG0000964	K03043	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
Pto|603	PSPTO_0620	OG0000963	K03046	rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
Pto|604	PSPTO_0621	OG0001105	K02950	RP-S12; small subunit ribosomal protein S12
Pto|605	PSPTO_0622	OG0001104	K02992	RP-S7; small subunit ribosomal protein S7
Pto|606	PSPTO_0623	OG0000680	K02355	fusA; elongation factor G
Pto|607	PSPTO_0624	OG0000679	K02358	tuf; elongation factor Tu
Pto|608	PSPTO_0625	OG0001103	K02946	RP-S10; small subunit ribosomal protein S10
Pto|609	PSPTO_0626	OG0001102	K02906	RP-L3; large subunit ribosomal protein L3
Pto|610	PSPTO_0627	OG0001101	K02926	RP-L4; large subunit ribosomal protein L4
Pto|611	PSPTO_0628	OG0000962	K02892	RP-L23; large subunit ribosomal protein L23
Pto|612	PSPTO_0629	OG0001100	K02886	RP-L2; large subunit ribosomal protein L2
Pto|613	PSPTO_0630	OG0001099	K02965	RP-S19; small subunit ribosomal protein S19
Pto|614	PSPTO_0631	OG0000961	K02890	RP-L22; large subunit ribosomal protein L22
Pto|615	PSPTO_0632	OG0001098	K02982	RP-S3; small subunit ribosomal protein S3
Pto|616	PSPTO_0633	OG0000960	K02878	RP-L16; large subunit ribosomal protein L16
Pto|617	PSPTO_0634	OG0000959	K02904	RP-L29; large subunit ribosomal protein L29
Pto|618	PSPTO_0635	OG0001097	K02961	RP-S17; small subunit ribosomal protein S17
Pto|619	PSPTO_0636	OG0001096	K02874	RP-L14; large subunit ribosomal protein L14
Pto|620	PSPTO_0637	OG0001095	K02895	RP-L24; large subunit ribosomal protein L24
Pto|621	PSPTO_0638	OG0001094	K02931	RP-L5; large subunit ribosomal protein L5
Pto|622	PSPTO_0639	OG0001093	K02954	RP-S14; small subunit ribosomal protein S14
Pto|623	PSPTO_0640	OG0001092	K02994	RP-S8; small subunit ribosomal protein S8
Pto|624	PSPTO_0641	OG0001091	K02933	RP-L6; large subunit ribosomal protein L6
Pto|625	PSPTO_0642	OG0000958	K02881	RP-L18; large subunit ribosomal protein L18
Pto|626	PSPTO_0643	OG0000957	K02988	RP-S5; small subunit ribosomal protein S5
Pto|627	PSPTO_0644	OG0001090	K02907	RP-L30; large subunit ribosomal protein L30
Pto|628	PSPTO_0645	OG0000956	K02876	RP-L15; large subunit ribosomal protein L15
Pto|629	PSPTO_0646	OG0001089	K03076	secY; preprotein translocase subunit SecY
Pto|630	PSPTO_0647	OG0001127	K02919	RP-L36; large subunit ribosomal protein L36
Pto|631	PSPTO_0648	OG0001088	K02952	RP-S13; small subunit ribosomal protein S13
Pto|632	PSPTO_0649	OG0001087	K02948	RP-S11; small subunit ribosomal protein S11
Pto|633	PSPTO_0650	OG0001086	K02986	RP-S4; small subunit ribosomal protein S4
Pto|634	PSPTO_0651	OG0000955	K03040	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
Pto|635	PSPTO_0652	OG0000954	K02879	RP-L17; large subunit ribosomal protein L17
Pto|636	PSPTO_0653	OG0002488	K03594	bfr; bacterioferritin [EC:1.16.3.1]
Pto|637	PSPTO_0654	OG0000226	K03701	uvrA; excinuclease ABC subunit A
Pto|638	PSPTO_0655	OG0000248	K08151	"tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
Pto|639	PSPTO_0656	OG0000303	K03111	ssb; single-strand DNA-binding protein
Pto|640	PSPTO_0657	OG0005930		
Pto|641	PSPTO_0658	OG0003893		
Pto|642	PSPTO_0659	OG0006882	K01092	E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
Pto|643	PSPTO_0660	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
Pto|644	PSPTO_0661	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|648	PSPTO_0665	OG0000220	K00884	NAGK; N-acetylglucosamine kinase [EC:2.7.1.59]
Pto|649	PSPTO_0666	OG0005243		
Pto|650	PSPTO_0667	OG0004256		
Pto|651	PSPTO_0668	OG0006464		
Pto|654	PSPTO_0671	OG0002375	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Pto|658	PSPTO_0675	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Pto|659	PSPTO_0676	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
Pto|660	PSPTO_0677	OG0003506	K00067	rfbD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
Pto|661	PSPTO_0678	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
Pto|662	PSPTO_0679	OG0001321	K07275	ompW; outer membrane protein
Pto|663	PSPTO_0680	OG0003505	K09950	uncharacterized protein
Pto|664	PSPTO_0681	OG0003504	K02004	ABC.CD.P; putative ABC transport system permease protein
Pto|665	PSPTO_0682	OG0003503	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|666	PSPTO_0683	OG0003875		
Pto|668	PSPTO_0685	OG0003502		
Pto|669	PSPTO_0686	OG0000092	K03671	trxA; thioredoxin 1
Pto|670	PSPTO_0687	OG0002250		
Pto|671	PSPTO_0688	OG0003501		
Pto|672	PSPTO_0689	OG0001445	K07738	nrdR; transcriptional repressor NrdR
Pto|673	PSPTO_0690	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
Pto|674	PSPTO_0691	OG0000762	K00793	ribE; riboflavin synthase [EC:2.5.1.9]
Pto|675	PSPTO_0692	OG0000173	K14652	"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
Pto|676	PSPTO_0693	OG0000953	K00794	"ribH; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
Pto|677	PSPTO_0694	OG0000952	K03625	nusB; N utilization substance protein B
Pto|678	PSPTO_0695	OG0001217	K00946	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]
Pto|679	PSPTO_0696	OG0000173	K14652	"ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
Pto|680	PSPTO_0697	OG0003500		
Pto|681	PSPTO_0698	OG0001085	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
Pto|682	PSPTO_0699	OG0001320	K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
Pto|683	PSPTO_0700	OG0001444	K03602	xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
Pto|684	PSPTO_0701	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
Pto|685	PSPTO_0702	OG0002275		
Pto|686	PSPTO_0703	OG0001686	K11209	yghU; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
Pto|691	PSPTO_0708	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
Pto|692	PSPTO_0709			
Pto|694	PSPTO_0711			
Pto|696	PSPTO_0713			
Pto|697	PSPTO_0714	OG0000096	K14645	serine protease [EC:3.4.21.-]
Pto|698	PSPTO_0715			
Pto|699	PSPTO_0716	OG0001657		
Pto|700	PSPTO_0717	OG0002537	K07727	putative transcriptional regulator
Pto|703	PSPTO_0720	OG0002516	K07726	putative transcriptional regulator
Pto|704	PSPTO_0721	OG0002701		
Pto|705	PSPTO_0722	OG0000761	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Pto|706	PSPTO_0723	OG0002049	K09933	mtfA; MtfA peptidase
Pto|707	PSPTO_0724	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Pto|708	PSPTO_0725	OG0001849		
Pto|709	PSPTO_0726	OG0002048	K03736	eutC; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]
Pto|710	PSPTO_0727	OG0002047	K03735	eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
Pto|711	PSPTO_0728	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Pto|712	PSPTO_0729	OG0001580	K02558	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]
Pto|713	PSPTO_0730	OG0001848	K03186	ubiX; flavin prenyltransferase [EC:2.5.1.129]
Pto|714	PSPTO_0731	OG0003874		
Pto|715	PSPTO_0732	OG0000877	K00329	E7.1.1.2; NADH dehydrogenase [EC:7.1.1.2]
Pto|716	PSPTO_0733	OG0002487		
Pto|717	PSPTO_0734	OG0001084	K07068	uncharacterized protein
Pto|718	PSPTO_0735	OG0003499		
Pto|719	PSPTO_0736	OG0001319	K05339	lrgB; holin-like protein LrgB
Pto|720	PSPTO_0737	OG0002046	K07157	uncharacterized protein
Pto|721	PSPTO_0738	OG0002240		
Pto|722	PSPTO_0739	OG0003485		
Pto|723	PSPTO_0740	OG0003484	K06219	smtA; S-adenosylmethionine-dependent methyltransferase
Pto|724	PSPTO_0741	OG0003047		
Pto|725	PSPTO_0742	OG0002149		
Pto|726	PSPTO_0743	OG0002148	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Pto|727	PSPTO_0744	OG0001507	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Pto|728	PSPTO_0745	OG0006467		
Pto|729	PSPTO_0746	OG0004894		
Pto|730	PSPTO_0747	OG0001637	K14347	"SLC10A7; solute carrier family 10 (sodium/bile acid cotransporter), member 7"
Pto|731	PSPTO_0748	OG0002243	K07178	RIOK1; RIO kinase 1 [EC:2.7.11.1]
Pto|732	PSPTO_0749	OG0000050	K19591	"cueR; MerR family transcriptional regulator, copper efflux regulator"
Pto|733	PSPTO_0750	OG0000085	K01533	copB; Cu2+-exporting ATPase [EC:3.6.3.4]
Pto|734	PSPTO_0751	OG0003489		
Pto|735	PSPTO_0752	OG0000468	K07213	ATOX1; copper chaperone
Pto|736	PSPTO_0753	OG0000142	K07552	"bcr; MFS transporter, DHA1 family, multidrug resistance protein"
Pto|737	PSPTO_0754	OG0000936		
Pto|738	PSPTO_0755	OG0000006		
Pto|739	PSPTO_0756	OG0001992		
Pto|740	PSPTO_0757	OG0001317	K21053	ade; adenine deaminase [EC:3.5.4.2]
Pto|741	PSPTO_0758	OG0001402		
Pto|742	PSPTO_0759	OG0002078	K02058	ABC.SS.S; simple sugar transport system substrate-binding protein
Pto|743	PSPTO_0760	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
Pto|744	PSPTO_0761	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Pto|745	PSPTO_0762	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Pto|746	PSPTO_0763	OG0000527	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
Pto|747	PSPTO_0764	OG0001700	K07300	chaA; Ca2+:H+ antiporter
Pto|748	PSPTO_0765	OG0000655	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
